id	textes	classes
1023	Retour du duo Riggs et Murtaugh mais pas seulement, l'exubérant Leo Getz est lui aussi de retour dans ce troisième opus. De nouveau, le sergent Murtaugh est à quelques jours de la retraite. Le film commence à nouveau par une galère pour nos deux héros et un petit chat... Cette fois ci, nos deux héros ont à faire à un ancien flic ripoux. Entre humour et action, ce long métrage est dans la continuité des deux premiers. Mais comme dans le film précédent, notre trio infernal va rencontrer un nouveau personnage : l'agent de la police des polices Lorna Cole.	1
1024	"Je ne suis pas du tout un amateur de films pornographiques, c'est par simple curiosité que j'ai voulu voir ce film, étant actuellement le film le plus cher du genre ! Ce n'est pas vraiment une déception, c'est assez amusant de voir a quel point les décors et les costumes on été soignés, pour finalement n'exposer au public que des scènes de sexe interminables, tres prenantes au début, puis on tombe bien vite dans l'ennui... Les actrices sont vraiment jolies, et je pense qu'un fanatique de ce genre de ""cinéma"" y trouvera le saint-graal, sinon pour ma part, ba .. voila ..."	0
1025	Sur fond de chasse au trésor, l'amour de l'or s'avère contenir tout ce qu'il y a de plus détestable dans les comédies d'aujourd'hui. Ridicule et sans aucun interêt, il est temps d'arrêter de produire des comédies de ce genre. C'est peu dire, même les acteurs ne sauvent rien, et se revèlent assez niais.	0
1026	"Non seulement c'est très bien fait (on ne s'ennuie jamais malgré la longueur du film (2 h 40) mais c'est très roublard. Alors qu'on croit que nous allons assister à unedémonstration finale expliquant en détails les conditions du meurtre, et pourquoi pas un retournement de situation, rien de tout ça, Preminger nous dispense du réquisitoire et de la plaidoirie, passe directement au verdict qui nous laisse comme un goût d'inachevé avant que nous comprenions que personne n'a écouté le témoignage fondamental et prémonitoire du codétenu. Si Stewart gagne ce n'est pas parce que la vérité a triomphé, c'est simplement qu'il a été meilleur ""artiste"" que le procureur. Une victoire amère qui ne lui rapportera rien.Très fort !"	1
1027	"Kazuaki Kiriya réalise ici un chambara hybride sur la forme mais classique sur le fond, où un ninja déchu, devenu brigand, va s'opposer à un seigneur sanguinaire. Esthétiquement chargé, beaucoup trop long et noyé sous une bouillie numérique, ""Goemon"" ne manque pas d'un certain dynamisme dans ses combats et offre quelques plans de toute beauté mais une sensation constante de fausseté imprègne tout le film et empêche une quelconque émotion, surtout que le récit est traité avec un premier degré se mariant mal avec l'aspect manga live voulu par Kiriya. Cela dit, certains fans de manga et de jeux vidéo devraient y trouver leur compte."	0
1028	Maman se marie est un téléfilm plutôt moyen de Leslie Hope. La mise en scène de la réalisatrice reste académique, le scénario manque d’originalité et malgré quelques bonnes scènes, le long-métrage manque globalement de souffle et de dynamisme. A noter cependant que les acteurs comme Joanna Garcia, Helen Shaver ou encore Kenneth Welsh sont corrects dans leurs rôles.	0
1029	le film a tres mal vieilli ont dirais un melange de la guerre des etoiles et un peu de san ku-kai	0
1030	La Dernière campagne : Un tv-film pas exceptionnelle mais divertissant et amusant à voir. Entre la réalité et la fiction politique, ce tv-film mélange habilement les deux. Et c’est vraiment amusant de suivre ces Hommes politiques dans leurs quotidiens et leurs ambitions. Surtout que le tv-film possède un coté « poétique » et coté assez délirant du au personnage de Chirac qui est assez sympathique et qui ridiculise pas le personnage (ça c’est important quand on parle de personnage réel). D’ailleurs l’histoire, centré sur lui est bien amené et assez intéressant a suivre, on se laisse facilement porté, surtout quand ces basés sur des faites de société. Car on va suivre Jacques Chirac qui pour évité la solitude, la maladie et la veilleuse va se trouvé un pas temps assez amusant : simicé dans la campagne présidentiel qui oppose Nicolas Sarkozy et François Hollande. Et donc l’histoire est remplit de bon gags, d’un humour lège et de bonne scène assez cocasse et d’un coté un peu fou. De plus, les personnages sont magnifiquement bien interprétés par leurs acteurs, bon des fois, ce n’est pas la perfection mais ça va encore pour la ressemblance de François Hollande (a part la voix), un peu moins ressemblant pour Nicolas Sarkozy (un peu plus la voix). Mais surtout, la perfection est atteinte par Bernard Le Coq qui est juste saisissant et incroyable de ressemblance en Jacques Chirac. Vraiment, chapeau bas et bravo a Bernard Le Coq qui ressemble a deux gout d’eau a son personnage (que ça soit au niveau physique et personnalité qui interprète a merveille). Voila, un tv-film sympathique et regardable sans être pour autant passionnant et exceptionnelle, ce tv-film vaut surtout pour la magistrale interprétation de Bernard Le Coq.	1
1031	Un western loin d'être inoubliable que ce soit sur le fond comme sur la forme. Anthony Franciosa dans le rôle de Gannon fait le job tout en cabotinant. Très difficile de faire une critique sur une oeuvre qui ne possède pas une âme profonde. Ce western est ni bon, ni mauvais en explorant des thématiques usées jusqu'à la corde... On a une alternance d'ennui et d'amusement. Bref, à l'exception de sa BO de qualité, il n'y a pas grand chose d'excitant à conserver !	0
1032	Une intrigue incompréhensible qui se perd dans de nombreux flash-backs inutile. Une mise en scène molle, des tunnels de dialogues vide de sens : et le film s'étire sur deux heures : quel ennui. Décidément après son premier film assez moyen, Tony Gilroy s'affirme comme un réalisateur sans talent. Même les acteurs sont moyens, à oublier très vite.	0
1033	Un film d’une originalité folle, depuis son titre énigmatique (du moins avant la projection) jusqu’à son achèvement (la dernière image est bouleversante) en passant par tous les déroulements surprenants de son scénario particulièrement inventif et bien sûr et surtout par son propos en forme d’interrogation philosophique et métaphysique sur l’individu et son identité. À de nombreux moments, j’ai pensé au merveilleux film de Michel Gondry, Eternal Sunshine of the Spotless Mind. Après réflexion, je pense que les ressemblances sont plus à rechercher dans la forme que dans le fond. Comme Gondry, Jonze est un cinéaste d’instinct, qui est passé par le créneau de la publicité et qui sait donc exprimer le maximum de choses en un minimum de temps. Il en résulte des fulgurances magnifiques et spectaculaires, mais jamais gratuites car toujours au service du propos justement, et toujours accompagnées d’une poésie lunaire teintée d’humour, de tendresse et d’amour de l’humanité. Dans le rôle titre, John Malkovich est gigantesque, exprimant toutes les nuances des diverses identités qu’il doit accepter. Un film complexe, apparemment dérangeant pour certains mais captivant.	1
1034	Images noir et blanc sublimes dans un New-York rêvé, grande intelligence de la mise en scène et interprétation divine de Charles Lane, tous ces éléments réunis font de Sidewalk Stories un petit bijou à ne rater sous aucun prétexte. Charles Lane ne fait pas qu'y rendre hommage à la grande époque du muet, à Chaplin himself - The Kid en l'occurrence -, il écrit surtout sa propre légende envers et contre tous à une époque (1989) où 30 ans avant le faiblard The Artist, la vraie perle moderne du muet était bien là, sous nos yeux ébahis... Un film trop méconnu et qui mérite d'être redécouvert fissa tissa...	1
1035	Un film intense avec pour fond la guerre entre l'IRA et l'Angleterre. Une magnifique histoire d'amour entre un boxeur et la fille d'un responsable de l'IRA. L'interprétation de Daniel Day-Lewis est stupéfiante secondé par l'excellente Emily Watson. Le scénario est maîtrisé de bout en bout. A voir ou à revoir de toute urgence.	1
1036	Je ne pensais absolument pas voir un bon film avant de commencer !! J'en ait toujours entendu parler et j'étais assez curieux de le visionné ... Mais quel surprise !! J'ai trouver le film vraiment intéressant, il dénonce beaucoup de choses, et, certes le gore est vraiment gore, mais il aide à développer la vision du réalisateur. Je conseil vivement !!	1
1037	Un film vraiment plaisant, divertissant et très drôle voir même touchant. Les acteurs sont bons et on passe un super moment de détente.	1
1038	"Quel Film ! Extraordinairement ""divertissant"". Sans doute l'un des plus grand film d'action. Une sorte de ""Mission impossible"" géant. Evidemment philosophique dans son propos ""Identité, Nation, Patrimoine vs Vie humaine"", finalement l'aspect le plus évident du film et pas forcément le plus fort. Ce qui frappe en 2011 c'est la force d'une mise en scène qui reste d'une modernité et d'une nervosité absolue, des cadres remplis avec lectures au premier comme au second plan (marque de fabrique de Frankenheimer dans la lignée d'Orson Welles : scène clé : exécution de ""Papa Boulle""), rivalisant avec les blockbuster actuels. Lutte à la base ""simpliste"" (lisible) Nazis/résistants devenant exploration des motivations des acteurs de cette lutte pour se perdre finalement dans un duel d'homme à homme très ""le train sifflera trois fois"". Un film d'action incroyablement complexe sous son aspect simpliste et sa mise en scène ""coup de poing"". Un film de guerre à part. Un rythme incroyable, sans aucun temps mort. Un must ! Un quelque chose empêche de parler de chef d'oeuvre. Trop commercial, pas aspect intellectuel, Les années passant, le film s'il n'en devient pas un chef d'oeuvre, représente un sommet cinématographique absolu... Ce duel de deux nations à travers deux hommes devenant duel d'homme à homme fera l'objet d'un film raté plusieurs décennies plus tard : ""the fourth war"" (la quatrième guerre ou ""powerplay"" en dvd). Frankenheimer avait des ""obsessions""... Un film raté à l'esthétique M6replay mais moins ""navet"" qu'il y parait. Intéressant."	1
1039	Souvent considéré à tort comme un film de Tim Burton (bien qu'il est écrit l'histoire et crée les personnages), L'Etrange Noël de monsieur Jack de Henry Selick est un conte peuplé de créatures loufoques et immondes que j'adore (le design des personnages est juste excellent). Porté par une musique entraînante de Danny Elfman, ce film d'animation est pur chef-d'œuvre du genre image par image. Drôle et captivant, ce conte de noël est un véritable régal pour les yeux avec des plans absolument sublimes et une réalisation de titans qui a nécessitée plus de 3 ans de travail. J'adore réellement cet Etrange Noël de monsieur Jack qui est tout simplement dans la top liste de mes films d'animation préférés. Un incontournable à découvrir de toute urgence si ce n'est pas déjà fait.	1
